week_start,yhat,yhat_lower,yhat_upper,model_name,horizon_type,run_id
2023-01-02,65.57076460280483,0.0,136.08866214094206,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-01-09,74.46423236224577,0.0,155.44386903017502,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-01-16,76.2321836373398,3.507625010958996,152.71506323661433,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-01-23,72.3856056855758,0.0,148.60707969621794,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-01-30,68.14066493923025,0.0,145.49680647149202,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-02-06,67.2608889612947,0.0,144.40118894589,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-02-13,68.61417472646694,0.0,147.37023267303556,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-02-20,67.87508077880491,0.0,142.36084072459528,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-02-27,62.3581327758283,0.0,138.60973848452736,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-03-06,53.74151163852666,0.0,132.17292472390966,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-03-13,46.03020652717841,0.0,123.72758771928198,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-03-20,41.45765330787559,0.0,114.00960808321014,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-03-27,38.98746434367993,0.0,117.64014475225628,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-04-03,36.638156273369425,0.0,120.07908944128135,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-04-10,34.35802398101241,0.0,107.35326296863616,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-04-17,33.942944320571215,0.0,109.91479291759565,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-04-24,36.45237959516061,0.0,107.42969881638584,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-05-01,40.653216927855,0.0,115.59758391844805,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-05-08,44.51415337341331,0.0,123.61604948358999,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-05-15,47.81147562297702,0.0,119.13052087541047,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-05-22,52.53632674175789,0.0,133.37927420208445,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-05-29,60.60925797309249,0.0,136.78109727854743,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-06-05,71.72722927882941,0.0,148.671616941876,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-06-12,83.84228812724939,9.996217441103214,157.02960306283362,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-06-19,95.3874184991233,17.068114055868456,168.57671175053972,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-06-26,106.31292806337915,30.678679869523435,187.77038780494271,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-07-03,116.78497737536736,34.21366986297603,193.7089114639752,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-07-10,125.55247080872925,45.13315716684813,204.3251185500207,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-07-17,130.3820291231907,52.73851354021928,211.01567670622094,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-07-24,130.15584580058953,50.469971239054686,204.49344557539075,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-07-31,125.95650991724955,49.71338001864934,199.12876223531825,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-08-07,119.72360223862717,41.27270076965977,194.8037526715537,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-08-14,112.22289980191732,36.80315002094214,191.42984697373095,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-08-21,102.98123037378448,27.045453918041265,176.7103093564618,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-08-28,92.24924626249928,18.103101104418723,165.5831426603751,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-09-04,82.26597420213653,0.24801339975845632,155.25358135270693,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-09-11,75.78048332528851,0.0,152.4097008288808,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-09-18,73.23880601280071,0.0,150.65178857484514,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-09-25,71.98963303163617,0.0,152.94592266310158,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-10-02,68.77227125376743,0.0,143.25906746780169,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-10-09,63.01676628986685,0.0,134.65686928366353,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-10-16,57.49617401736719,0.0,134.21591180929067,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-10-23,55.708977114102616,0.0,129.0073281218523,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-10-30,58.68750030755667,0.0,136.9034952103418,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-11-06,64.13872404357124,0.0,144.32350559938902,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-11-13,68.20684321857807,0.0,139.2452180052471,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-11-20,67.95893803217801,0.0,143.72222985006331,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-11-27,62.923418522073305,0.0,135.84612950502907,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-12-04,55.392236391014116,0.0,133.37090581473024,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-12-11,49.65152265119154,0.0,120.23358023613412,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-12-18,49.96614986531489,0.0,122.86292998919882,prophet,test,621b4307-28a6-486e-9716-02435373d348
2023-12-25,57.71575114378119,0.0,133.21207474181438,prophet,test,621b4307-28a6-486e-9716-02435373d348
2024-01-01,69.65744373578195,0.0,144.92731050718004,prophet,test,621b4307-28a6-486e-9716-02435373d348
